file_path,task,dropped,reason,final_filename,class_name
d:\Sync-New\greenLab\data\rosetta_code_grouped\Deepcopy\DeepCopy.java,Deepcopy,FALSE,OK,DeepCopy.java,DeepCopy
d:\Sync-New\greenLab\data\rosetta_code_grouped\Define-a-primitive-data-type\BoundedIntOutOfBoundsException.java,Define-a-primitive-data-type,FALSE,OK,BoundedIntOutOfBoundsException.java,BoundedIntOutOfBoundsException
d:\Sync-New\greenLab\data\rosetta_code_grouped\Delegates\DelegateTest.java,Delegates,FALSE,OK,DelegateTest.java,DelegateTest
d:\Sync-New\greenLab\data\rosetta_code_grouped\Delegates\Delegator.java,Delegates,FALSE,OK,Delegator.java,Delegator
d:\Sync-New\greenLab\data\rosetta_code_grouped\Delete-a-file\DeleteAFile.java,Delete-a-file,FALSE,OK,DeleteAFile.java,DeleteAFile
d:\Sync-New\greenLab\data\rosetta_code_grouped\Delete-a-file\FileDeleteTest.java,Delete-a-file,FALSE,OK,FileDeleteTest.java,FileDeleteTest
d:\Sync-New\greenLab\data\rosetta_code_grouped\Demings-funnel\DemingsFunnel.java,Demings-funnel,FALSE,OK,DemingsFunnel.java,DemingsFunnel
d:\Sync-New\greenLab\data\rosetta_code_grouped\Department-numbers\DepartmentNumbers.java,Department-numbers,FALSE,OK,DepartmentNumbers.java,DepartmentNumbers
d:\Sync-New\greenLab\data\rosetta_code_grouped\Descending-primes\DescendingPrimes.java,Descending-primes,FALSE,OK,DescendingPrimes.java,DescendingPrimes
d:\Sync-New\greenLab\data\rosetta_code_grouped\Determine-if-a-string-has-all-the-same-characters\AllSameCharacters.java,Determine-if-a-string-has-all-the-same-characters,FALSE,OK,AllSameCharacters.java,AllSameCharacters
d:\Sync-New\greenLab\data\rosetta_code_grouped\Determine-if-a-string-has-all-the-same-characters\Main.java,Determine-if-a-string-has-all-the-same-characters,FALSE,OK,Main.java,Main
d:\Sync-New\greenLab\data\rosetta_code_grouped\Determine-if-a-string-has-all-unique-characters\DetermineUniqueCharacters.java,Determine-if-a-string-has-all-unique-characters,FALSE,OK,DetermineUniqueCharacters.java,DetermineUniqueCharacters
d:\Sync-New\greenLab\data\rosetta_code_grouped\Determine-if-a-string-has-all-unique-characters\StringUniqueCharacters.java,Determine-if-a-string-has-all-unique-characters,FALSE,OK,StringUniqueCharacters.java,StringUniqueCharacters
d:\Sync-New\greenLab\data\rosetta_code_grouped\Determine-if-a-string-is-collapsible\StringCollapsible.java,Determine-if-a-string-is-collapsible,FALSE,OK,StringCollapsible.java,StringCollapsible
d:\Sync-New\greenLab\data\rosetta_code_grouped\Determine-if-a-string-is-squeezable\StringSqueezable.java,Determine-if-a-string-is-squeezable,FALSE,OK,StringSqueezable.java,StringSqueezable
d:\Sync-New\greenLab\data\rosetta_code_grouped\Determine-if-only-one-instance-is-running\SingletonApp.java,Determine-if-only-one-instance-is-running,FALSE,OK,SingletonApp.java,SingletonApp
d:\Sync-New\greenLab\data\rosetta_code_grouped\Determine-if-two-triangles-overlap\TriangleOverlap.java,Determine-if-two-triangles-overlap,FALSE,OK,TriangleOverlap.java,TriangleOverlap
d:\Sync-New\greenLab\data\rosetta_code_grouped\Determine-sentence-type\DetermineSentenceType.java,Determine-sentence-type,FALSE,OK,DetermineSentenceType.java,DetermineSentenceType
d:\Sync-New\greenLab\data\rosetta_code_grouped\Dice-game-probabilities\Dice.java,Dice-game-probabilities,FALSE,OK,Dice.java,Dice
d:\Sync-New\greenLab\data\rosetta_code_grouped\Digital-root\DigitalRoot.java,Digital-root,FALSE,OK,DigitalRoot.java,DigitalRoot
d:\Sync-New\greenLab\data\rosetta_code_grouped\Digital-root-Multiplicative-digital-root\MultiplicativeDigitalRoot.java,Digital-root-Multiplicative-digital-root,FALSE,OK,MultiplicativeDigitalRoot.java,MultiplicativeDigitalRoot
d:\Sync-New\greenLab\data\rosetta_code_grouped\Dijkstras-algorithm\Dijkstra.java,Dijkstras-algorithm,FALSE,OK,Dijkstra.java,Dijkstra
d:\Sync-New\greenLab\data\rosetta_code_grouped\Dinesmans-multiple-dwelling-problem\DinesmanMultipleDwelling.java,Dinesmans-multiple-dwelling-problem,FALSE,OK,DinesmanMultipleDwelling.java,DinesmanMultipleDwelling
d:\Sync-New\greenLab\data\rosetta_code_grouped\Dining-philosophers\Fork.java,Dining-philosophers,FALSE,OK,Fork.java,Fork
d:\Sync-New\greenLab\data\rosetta_code_grouped\Disarium-numbers\DisariumNumbers.java,Disarium-numbers,FALSE,OK,DisariumNumbers.java,DisariumNumbers
d:\Sync-New\greenLab\data\rosetta_code_grouped\Discordian-date\DiscordianDate.java,Discordian-date,FALSE,OK,DiscordianDate.java,DiscordianDate
d:\Sync-New\greenLab\data\rosetta_code_grouped\Display-a-linear-combination\LinearCombination.java,Display-a-linear-combination,FALSE,OK,LinearCombination.java,LinearCombination
d:\Sync-New\greenLab\data\rosetta_code_grouped\Display-an-outline-as-a-nested-table\DisplayAnOutlineAsANestedTable.java,Display-an-outline-as-a-nested-table,FALSE,OK,DisplayAnOutlineAsANestedTable.java,DisplayAnOutlineAsANestedTable
d:\Sync-New\greenLab\data\rosetta_code_grouped\Distance-and-Bearing\MyClass.java,Distance-and-Bearing,FALSE,OK,MyClass.java,MyClass
d:\Sync-New\greenLab\data\rosetta_code_grouped\Distribution-of-0-digits-in-factorial-series\DistributionInFactorials.java,Distribution-of-0-digits-in-factorial-series,FALSE,OK,DistributionInFactorials.java,DistributionInFactorials
d:\Sync-New\greenLab\data\rosetta_code_grouped\Diversity-prediction-theorem\DiversityPredictionTheorem.java,Diversity-prediction-theorem,FALSE,OK,DiversityPredictionTheorem.java,DiversityPredictionTheorem
d:\Sync-New\greenLab\data\rosetta_code_grouped\DNS-query\DnsQuery.java,DNS-query,FALSE,OK,DnsQuery.java,DnsQuery
d:\Sync-New\greenLab\data\rosetta_code_grouped\Dominoes\DominosExtraCredit.java,Dominoes,FALSE,OK,DominosExtraCredit.java,DominosExtraCredit
d:\Sync-New\greenLab\data\rosetta_code_grouped\Doomsday-rule\Doom.java,Doomsday-rule,FALSE,OK,Doom.java,Doom
d:\Sync-New\greenLab\data\rosetta_code_grouped\Dot-product\DotProduct.java,Dot-product,FALSE,OK,DotProduct.java,DotProduct
d:\Sync-New\greenLab\data\rosetta_code_grouped\Doubly-linked-list-Definition\DoublyLinkedList.java,Doubly-linked-list-Definition,FALSE,OK,DoublyLinkedList.java,DoublyLinkedList
d:\Sync-New\greenLab\data\rosetta_code_grouped\Doubly-linked-list-Traversal\DoubleLinkedListTraversing.java,Doubly-linked-list-Traversal,FALSE,OK,DoubleLinkedListTraversing.java,DoubleLinkedListTraversing
d:\Sync-New\greenLab\data\rosetta_code_grouped\Draw-a-sphere\Sphere.java,Draw-a-sphere,FALSE,OK,Sphere.java,Sphere
d:\Sync-New\greenLab\data\rosetta_code_grouped\Duffinian-numbers\DuffianNumbers.java,Duffinian-numbers,FALSE,OK,DuffianNumbers.java,DuffianNumbers
d:\Sync-New\greenLab\data\rosetta_code_grouped\Dutch-national-flag-problem\DutchNationalFlag.java,Dutch-national-flag-problem,FALSE,OK,DutchNationalFlag.java,DutchNationalFlag
d:\Sync-New\greenLab\data\rosetta_code_grouped\Earliest-difference-between-prime-gaps\PrimeGaps.java,Earliest-difference-between-prime-gaps,FALSE,OK,PrimeGaps.java,PrimeGaps
d:\Sync-New\greenLab\data\rosetta_code_grouped\Eban-numbers\Main.java,Eban-numbers,FALSE,OK,Main.java,Main
d:\Sync-New\greenLab\data\rosetta_code_grouped\Eertree\Eertree.java,Eertree,FALSE,OK,Eertree.java,Eertree
d:\Sync-New\greenLab\data\rosetta_code_grouped\Egyptian-division\EgyptianDivision.java,Egyptian-division,FALSE,OK,EgyptianDivision.java,EgyptianDivision
d:\Sync-New\greenLab\data\rosetta_code_grouped\EKG-sequence-convergence\EKGSequenceConvergence.java,EKG-sequence-convergence,FALSE,OK,EKGSequenceConvergence.java,EKGSequenceConvergence
d:\Sync-New\greenLab\data\rosetta_code_grouped\Element-wise-operations\ElementWiseOp.java,Element-wise-operations,FALSE,OK,ElementWiseOp.java,ElementWiseOp
d:\Sync-New\greenLab\data\rosetta_code_grouped\Elementary-cellular-automaton-Infinite-length\ElementaryCellularAutomatonInfiniteLength.java,Elementary-cellular-automaton-Infinite-length,FALSE,OK,ElementaryCellularAutomatonInfiniteLength.java,ElementaryCellularAutomatonInfiniteLength
d:\Sync-New\greenLab\data\rosetta_code_grouped\Elementary-cellular-automaton-Random-number-generator\ElementaryCellularAutomatonRandomNumberGenerator.java,Elementary-cellular-automaton-Random-number-generator,FALSE,OK,ElementaryCellularAutomatonRandomNumberGenerator.java,ElementaryCellularAutomatonRandomNumberGenerator
d:\Sync-New\greenLab\data\rosetta_code_grouped\Elliptic-curve-arithmetic\Test.java,Elliptic-curve-arithmetic,FALSE,OK,Test.java,Test
d:\Sync-New\greenLab\data\rosetta_code_grouped\Elliptic-Curve-Digital-Signature-Algorithm\EllipticCurveDigitalSignatureAlgorithm.java,Elliptic-Curve-Digital-Signature-Algorithm,FALSE,OK,EllipticCurveDigitalSignatureAlgorithm.java,EllipticCurveDigitalSignatureAlgorithm
d:\Sync-New\greenLab\data\rosetta_code_grouped\Emirp-primes\Emirp.java,Emirp-primes,FALSE,OK,Emirp.java,Emirp
d:\Sync-New\greenLab\data\rosetta_code_grouped\Empty-program\EmptyMainClass.java,Empty-program,FALSE,OK,EmptyMainClass.java,EmptyMainClass
d:\Sync-New\greenLab\data\rosetta_code_grouped\Entropy\REntropy.java,Entropy,FALSE,OK,REntropy.java,REntropy
d:\Sync-New\greenLab\data\rosetta_code_grouped\Equal-prime-and-composite-sums\EqualPrimeAndCompositeSums.java,Equal-prime-and-composite-sums,FALSE,OK,EqualPrimeAndCompositeSums.java,EqualPrimeAndCompositeSums
d:\Sync-New\greenLab\data\rosetta_code_grouped\Equilibrium-index\Equlibrium.java,Equilibrium-index,FALSE,OK,Equlibrium.java,Equlibrium
d:\Sync-New\greenLab\data\rosetta_code_grouped\Esthetic-numbers\EstheticNumbers.java,Esthetic-numbers,FALSE,OK,EstheticNumbers.java,EstheticNumbers
d:\Sync-New\greenLab\data\rosetta_code_grouped\Euclid-Mullin-sequence\EuclidMullinSequence.java,Euclid-Mullin-sequence,FALSE,OK,EuclidMullinSequence.java,EuclidMullinSequence
d:\Sync-New\greenLab\data\rosetta_code_grouped\Euler-method\Euler.java,Euler-method,FALSE,OK,Euler.java,Euler
d:\Sync-New\greenLab\data\rosetta_code_grouped\Eulers-identity\EulerIdentity.java,Eulers-identity,FALSE,OK,EulerIdentity.java,EulerIdentity
d:\Sync-New\greenLab\data\rosetta_code_grouped\Eulers-sum-of-powers-conjecture\eulerSopConjecture.java,Eulers-sum-of-powers-conjecture,FALSE,OK,eulerSopConjecture.java,eulerSopConjecture
d:\Sync-New\greenLab\data\rosetta_code_grouped\Evaluate-binomial-coefficients\Binomial.java,Evaluate-binomial-coefficients,FALSE,OK,Binomial.java,Binomial
d:\Sync-New\greenLab\data\rosetta_code_grouped\Evolutionary-algorithm\EvoAlgo.java,Evolutionary-algorithm,FALSE,OK,EvoAlgo.java,EvoAlgo
d:\Sync-New\greenLab\data\rosetta_code_grouped\Exceptions-Catch-an-exception-thrown-in-a-nested-call\U0.java,Exceptions-Catch-an-exception-thrown-in-a-nested-call,FALSE,OK,U0.java,U0
d:\Sync-New\greenLab\data\rosetta_code_grouped\Executable-library\ExecutableLibrary.java,Executable-library,FALSE,OK,ExecutableLibrary.java,ExecutableLibrary
d:\Sync-New\greenLab\data\rosetta_code_grouped\Executable-library\HailstoneSequence.java,Executable-library,FALSE,OK,HailstoneSequence.java,HailstoneSequence
d:\Sync-New\greenLab\data\rosetta_code_grouped\Execute-a-Markov-algorithm\Markov.java,Execute-a-Markov-algorithm,FALSE,OK,Markov.java,Markov
d:\Sync-New\greenLab\data\rosetta_code_grouped\Execute-a-system-command\MainEntry.java,Execute-a-system-command,FALSE,OK,MainEntry.java,MainEntry
d:\Sync-New\greenLab\data\rosetta_code_grouped\Execute-Computer-Zero\ComputerZero.java,Execute-Computer-Zero,FALSE,OK,ComputerZero.java,ComputerZero
d:\Sync-New\greenLab\data\rosetta_code_grouped\Exponentiation-operator\Exp.java,Exponentiation-operator,FALSE,OK,Exp.java,Exp
d:\Sync-New\greenLab\data\rosetta_code_grouped\Extend-your-language\Main.java,Extend-your-language,FALSE,OK,Main.java,Main
d:\Sync-New\greenLab\data\rosetta_code_grouped\Extensible-prime-generator\PrimeGenerator.java,Extensible-prime-generator,FALSE,OK,PrimeGenerator.java,PrimeGenerator
d:\Sync-New\greenLab\data\rosetta_code_grouped\Extreme-floating-point-values\Extreme.java,Extreme-floating-point-values,FALSE,OK,Extreme.java,Extreme
d:\Sync-New\greenLab\data\rosetta_code_grouped\Faces-from-a-mesh\FacesFromMesh.java,Faces-from-a-mesh,FALSE,OK,FacesFromMesh.java,FacesFromMesh
d:\Sync-New\greenLab\data\rosetta_code_grouped\Factorial\Factorial.java,Factorial,FALSE,OK,Factorial.java,Factorial
d:\Sync-New\greenLab\data\rosetta_code_grouped\Factorial-base-numbers-indexing-permutations-of-a-collection\FactorialBaseNumbersIndexingPermutations.java,Factorial-base-numbers-indexing-permutations-of-a-collection,FALSE,OK,FactorialBaseNumbersIndexingPermutations.java,FactorialBaseNumbersIndexingPermutations
d:\Sync-New\greenLab\data\rosetta_code_grouped\Factorial-primes\MainApp.java,Factorial-primes,FALSE,OK,MainApp.java,MainApp
d:\Sync-New\greenLab\data\rosetta_code_grouped\Factorions\Factorion.java,Factorions,FALSE,OK,Factorion.java,Factorion
d:\Sync-New\greenLab\data\rosetta_code_grouped\Factors-of-a-Mersenne-number\MersenneFactorCheck.java,Factors-of-a-Mersenne-number,FALSE,OK,MersenneFactorCheck.java,MersenneFactorCheck
d:\Sync-New\greenLab\data\rosetta_code_grouped\Fairshare-between-two-and-more\FairshareBetweenTwoAndMore.java,Fairshare-between-two-and-more,FALSE,OK,FairshareBetweenTwoAndMore.java,FairshareBetweenTwoAndMore
d:\Sync-New\greenLab\data\rosetta_code_grouped\Farey-sequence\Farey.java,Farey-sequence,FALSE,OK,Farey.java,Farey
d:\Sync-New\greenLab\data\rosetta_code_grouped\Fast-Fourier-transform\FastFourierTransform.java,Fast-Fourier-transform,FALSE,OK,FastFourierTransform.java,FastFourierTransform
d:\Sync-New\greenLab\data\rosetta_code_grouped\Faulhabers-formula\FaulhabersFormula.java,Faulhabers-formula,FALSE,OK,FaulhabersFormula.java,FaulhabersFormula
d:\Sync-New\greenLab\data\rosetta_code_grouped\Faulhabers-triangle\FaulhabersTriangle.java,Faulhabers-triangle,FALSE,OK,FaulhabersTriangle.java,FaulhabersTriangle
d:\Sync-New\greenLab\data\rosetta_code_grouped\Feigenbaum-constant-calculation\Feigenbaum.java,Feigenbaum-constant-calculation,FALSE,OK,Feigenbaum.java,Feigenbaum
d:\Sync-New\greenLab\data\rosetta_code_grouped\Fermat-numbers\FermatNumbers.java,Fermat-numbers,FALSE,OK,FermatNumbers.java,FermatNumbers
d:\Sync-New\greenLab\data\rosetta_code_grouped\Fibonacci-n-step-number-sequences\Fibonacci.java,Fibonacci-n-step-number-sequences,FALSE,OK,Fibonacci.java,Fibonacci
d:\Sync-New\greenLab\data\rosetta_code_grouped\Fibonacci-word\FWord.java,Fibonacci-word,FALSE,OK,FWord.java,FWord
d:\Sync-New\greenLab\data\rosetta_code_grouped\File-extension-is-in-extensions-list\FileExt.java,File-extension-is-in-extensions-list,FALSE,OK,FileExt.java,FileExt
d:\Sync-New\greenLab\data\rosetta_code_grouped\File-input-output\Copy.java,File-input-output,FALSE,OK,Copy.java,Copy
d:\Sync-New\greenLab\data\rosetta_code_grouped\File-input-output\FileIODemo.java,File-input-output,FALSE,OK,FileIODemo.java,FileIODemo
d:\Sync-New\greenLab\data\rosetta_code_grouped\File-input-output\FileIODemo2.java,File-input-output,FALSE,OK,FileIODemo2.java,FileIODemo2
d:\Sync-New\greenLab\data\rosetta_code_grouped\File-input-output\FileIODemo3.java,File-input-output,FALSE,OK,FileIODemo3.java,FileIODemo3
d:\Sync-New\greenLab\data\rosetta_code_grouped\File-modification-time\FileModificationTimeTest.java,File-modification-time,FALSE,OK,FileModificationTimeTest.java,FileModificationTimeTest
d:\Sync-New\greenLab\data\rosetta_code_grouped\File-size-distribution\FileSizeDistribution.java,File-size-distribution,FALSE,OK,FileSizeDistribution.java,FileSizeDistribution
d:\Sync-New\greenLab\data\rosetta_code_grouped\Find-Chess960-starting-position-identifier\Chess960SPID.java,Find-Chess960-starting-position-identifier,FALSE,OK,Chess960SPID.java,Chess960SPID
d:\Sync-New\greenLab\data\rosetta_code_grouped\Find-common-directory-path\CommonPath.java,Find-common-directory-path,FALSE,OK,CommonPath.java,CommonPath
d:\Sync-New\greenLab\data\rosetta_code_grouped\Find-duplicate-files\DuplicateFiles.java,Find-duplicate-files,FALSE,OK,DuplicateFiles.java,DuplicateFiles
d:\Sync-New\greenLab\data\rosetta_code_grouped\Find-if-a-point-is-within-a-triangle\FindTriangle.java,Find-if-a-point-is-within-a-triangle,FALSE,OK,FindTriangle.java,FindTriangle
d:\Sync-New\greenLab\data\rosetta_code_grouped\Find-largest-left-truncatable-prime-in-a-given-base\LeftTruncatablePrime.java,Find-largest-left-truncatable-prime-in-a-given-base,FALSE,OK,LeftTruncatablePrime.java,LeftTruncatablePrime
d:\Sync-New\greenLab\data\rosetta_code_grouped\Find-limit-of-recursion\RecursionTest.java,Find-limit-of-recursion,FALSE,OK,RecursionTest.java,RecursionTest
d:\Sync-New\greenLab\data\rosetta_code_grouped\Find-palindromic-numbers-in-both-binary-and-ternary-bases\FindPalindromicNumbersBases23.java,Find-palindromic-numbers-in-both-binary-and-ternary-bases,FALSE,OK,FindPalindromicNumbersBases23.java,FindPalindromicNumbersBases23
d:\Sync-New\greenLab\data\rosetta_code_grouped\Find-palindromic-numbers-in-both-binary-and-ternary-bases\Pali23.java,Find-palindromic-numbers-in-both-binary-and-ternary-bases,FALSE,OK,Pali23.java,Pali23
d:\Sync-New\greenLab\data\rosetta_code_grouped\Find-the-intersection-of-a-line-with-a-plane\LinePlaneIntersection.java,Find-the-intersection-of-a-line-with-a-plane,FALSE,OK,LinePlaneIntersection.java,LinePlaneIntersection
d:\Sync-New\greenLab\data\rosetta_code_grouped\Find-the-intersection-of-two-lines\Intersection.java,Find-the-intersection-of-two-lines,FALSE,OK,Intersection.java,Intersection
d:\Sync-New\greenLab\data\rosetta_code_grouped\Find-the-last-Sunday-of-each-month\FindTheLastSundayOfEachMonth.java,Find-the-last-Sunday-of-each-month,FALSE,OK,FindTheLastSundayOfEachMonth.java,FindTheLastSundayOfEachMonth
d:\Sync-New\greenLab\data\rosetta_code_grouped\Find-the-missing-permutation\FindMissingPermutation.java,Find-the-missing-permutation,FALSE,OK,FindMissingPermutation.java,FindMissingPermutation
d:\Sync-New\greenLab\data\rosetta_code_grouped\First-class-environments\FirstClassEnvironments.java,First-class-environments,FALSE,OK,FirstClassEnvironments.java,FirstClassEnvironments
d:\Sync-New\greenLab\data\rosetta_code_grouped\First-class-functions\FirstClass.java,First-class-functions,FALSE,OK,FirstClass.java,FirstClass
d:\Sync-New\greenLab\data\rosetta_code_grouped\First-class-functions-Use-numbers-analogously\FirstClassFunctionsUseNumbersAnalogously.java,First-class-functions-Use-numbers-analogously,FALSE,OK,FirstClassFunctionsUseNumbersAnalogously.java,FirstClassFunctionsUseNumbersAnalogously
d:\Sync-New\greenLab\data\rosetta_code_grouped\First-perfect-square-in-base-n-with-n-unique-digits\Program.java,First-perfect-square-in-base-n-with-n-unique-digits,FALSE,OK,Program.java,Program
d:\Sync-New\greenLab\data\rosetta_code_grouped\First-power-of-2-that-has-leading-decimal-digits-of-12\FirstPowerOfTwo.java,First-power-of-2-that-has-leading-decimal-digits-of-12,FALSE,OK,FirstPowerOfTwo.java,FirstPowerOfTwo
d:\Sync-New\greenLab\data\rosetta_code_grouped\Five-weekends\FiveFSS.java,Five-weekends,FALSE,OK,FiveFSS.java,FiveFSS
d:\Sync-New\greenLab\data\rosetta_code_grouped\Fivenum\Fivenum.java,Fivenum,FALSE,OK,Fivenum.java,Fivenum
d:\Sync-New\greenLab\data\rosetta_code_grouped\FizzBuzz\FizzBuzz.java,FizzBuzz,FALSE,OK,FizzBuzz.java,FizzBuzz
d:\Sync-New\greenLab\data\rosetta_code_grouped\FizzBuzz\FizzBuzzJdk12.java,FizzBuzz,FALSE,OK,FizzBuzzJdk12.java,FizzBuzzJdk12
d:\Sync-New\greenLab\data\rosetta_code_grouped\Flatten-a-list\FlattenTestMain.java,Flatten-a-list,FALSE,OK,FlattenTestMain.java,FlattenTestMain
d:\Sync-New\greenLab\data\rosetta_code_grouped\Floyd-Warshall-algorithm\FloydWarshall.java,Floyd-Warshall-algorithm,FALSE,OK,FloydWarshall.java,FloydWarshall
d:\Sync-New\greenLab\data\rosetta_code_grouped\Floyds-triangle\Floyd.java,Floyds-triangle,FALSE,OK,Floyd.java,Floyd
d:\Sync-New\greenLab\data\rosetta_code_grouped\Forest-fire\Fire.java,Forest-fire,FALSE,OK,Fire.java,Fire
d:\Sync-New\greenLab\data\rosetta_code_grouped\Formatted-numeric-output\Format.java,Formatted-numeric-output,FALSE,OK,Format.java,Format
d:\Sync-New\greenLab\data\rosetta_code_grouped\Formatted-numeric-output\Printing.java,Formatted-numeric-output,FALSE,OK,Printing.java,Printing
d:\Sync-New\greenLab\data\rosetta_code_grouped\Fortunate-numbers\FortunateNumbers.java,Fortunate-numbers,FALSE,OK,FortunateNumbers.java,FortunateNumbers
d:\Sync-New\greenLab\data\rosetta_code_grouped\Forward-difference\FD.java,Forward-difference,FALSE,OK,FD.java,FD
d:\Sync-New\greenLab\data\rosetta_code_grouped\Four-bit-adder\GateLogic.java,Four-bit-adder,FALSE,OK,GateLogic.java,GateLogic
d:\Sync-New\greenLab\data\rosetta_code_grouped\Four-is-magic\FourIsMagic.java,Four-is-magic,FALSE,OK,FourIsMagic.java,FourIsMagic
d:\Sync-New\greenLab\data\rosetta_code_grouped\Fraction-reduction\FractionReduction.java,Fraction-reduction,FALSE,OK,FractionReduction.java,FractionReduction
d:\Sync-New\greenLab\data\rosetta_code_grouped\Fractran\Fractran.java,Fractran,FALSE,OK,Fractran.java,Fractran
d:\Sync-New\greenLab\data\rosetta_code_grouped\French-Republican-calendar\FrenchRepublicanCalendar.java,French-Republican-calendar,FALSE,OK,FrenchRepublicanCalendar.java,FrenchRepublicanCalendar
d:\Sync-New\greenLab\data\rosetta_code_grouped\FTP\FTPconn.java,FTP,FALSE,OK,FTPconn.java,FTPconn
d:\Sync-New\greenLab\data\rosetta_code_grouped\Function-composition\Compose.java,Function-composition,FALSE,OK,Compose.java,Compose
d:\Sync-New\greenLab\data\rosetta_code_grouped\Function-definition\FunctionDefinition.java,Function-definition,FALSE,OK,FunctionDefinition.java,FunctionDefinition
d:\Sync-New\greenLab\data\rosetta_code_grouped\Function-prototype\FunctionPrototype.java,Function-prototype,FALSE,OK,FunctionPrototype.java,FunctionPrototype
d:\Sync-New\greenLab\data\rosetta_code_grouped\Functional-coverage-tree\FunctionalCoverageTree.java,Functional-coverage-tree,FALSE,OK,FunctionalCoverageTree.java,FunctionalCoverageTree
d:\Sync-New\greenLab\data\rosetta_code_grouped\Fusc-sequence\FuscSequence.java,Fusc-sequence,FALSE,OK,FuscSequence.java,FuscSequence
d:\Sync-New\greenLab\data\rosetta_code_grouped\Galton-box-animation\GaltonBox.java,Galton-box-animation,FALSE,OK,GaltonBox.java,GaltonBox
d:\Sync-New\greenLab\data\rosetta_code_grouped\Gamma-function\GammaFunction.java,Gamma-function,FALSE,OK,GammaFunction.java,GammaFunction
d:\Sync-New\greenLab\data\rosetta_code_grouped\Gapful-numbers\GapfulNumbers.java,Gapful-numbers,FALSE,OK,GapfulNumbers.java,GapfulNumbers
d:\Sync-New\greenLab\data\rosetta_code_grouped\Gauss-Jordan-matrix-inversion\GaussJordan.java,Gauss-Jordan-matrix-inversion,FALSE,OK,GaussJordan.java,GaussJordan
d:\Sync-New\greenLab\data\rosetta_code_grouped\Gaussian-elimination\GaussianElimination.java,Gaussian-elimination,FALSE,OK,GaussianElimination.java,GaussianElimination
d:\Sync-New\greenLab\data\rosetta_code_grouped\General-FizzBuzz\FizzBuzz.java,General-FizzBuzz,FALSE,OK,FizzBuzz.java,FizzBuzz
d:\Sync-New\greenLab\data\rosetta_code_grouped\General-FizzBuzz\fizzbuzz_general.java,General-FizzBuzz,FALSE,OK,fizzbuzz_general.java,fizzbuzz_general
d:\Sync-New\greenLab\data\rosetta_code_grouped\Generate-Chess960-starting-position\Chess960.java,Generate-Chess960-starting-position,FALSE,OK,Chess960.java,Chess960
d:\Sync-New\greenLab\data\rosetta_code_grouped\Generate-lower-case-ASCII-alphabet\LowerAscii.java,Generate-lower-case-ASCII-alphabet,FALSE,OK,LowerAscii.java,LowerAscii
d:\Sync-New\greenLab\data\rosetta_code_grouped\Generate-random-chess-position\Fen.java,Generate-random-chess-position,FALSE,OK,Fen.java,Fen
d:\Sync-New\greenLab\data\rosetta_code_grouped\Generator-Exponential\GeneratorExponential.java,Generator-Exponential,FALSE,OK,GeneratorExponential.java,GeneratorExponential
d:\Sync-New\greenLab\data\rosetta_code_grouped\Giuga-numbers\GiugaNumbers.java,Giuga-numbers,FALSE,OK,GiugaNumbers.java,GiugaNumbers
d:\Sync-New\greenLab\data\rosetta_code_grouped\Globally-replace-text-in-several-files\GloballyReplaceText.java,Globally-replace-text-in-several-files,FALSE,OK,GloballyReplaceText.java,GloballyReplaceText
d:\Sync-New\greenLab\data\rosetta_code_grouped\Golden-ratio-Convergence\GoldenRatio.java,Golden-ratio-Convergence,FALSE,OK,GoldenRatio.java,GoldenRatio
d:\Sync-New\greenLab\data\rosetta_code_grouped\Gotchas\Gotchas.java,Gotchas,FALSE,OK,Gotchas.java,Gotchas
d:\Sync-New\greenLab\data\rosetta_code_grouped\Graph-colouring\GraphColoring.java,Graph-colouring,FALSE,OK,GraphColoring.java,GraphColoring
d:\Sync-New\greenLab\data\rosetta_code_grouped\Gray-code\GrayCode.java,Gray-code,FALSE,OK,GrayCode.java,GrayCode
d:\Sync-New\greenLab\data\rosetta_code_grouped\Greedy-algorithm-for-Egyptian-fractions\EgyptianFractions.java,Greedy-algorithm-for-Egyptian-fractions,FALSE,OK,EgyptianFractions.java,EgyptianFractions
d:\Sync-New\greenLab\data\rosetta_code_grouped\Guess-the-number\Guessing.java,Guess-the-number,FALSE,OK,Guessing.java,Guessing
d:\Sync-New\greenLab\data\rosetta_code_grouped\Hailstone-sequence\Hailstone.java,Hailstone-sequence,FALSE,OK,Hailstone.java,Hailstone
d:\Sync-New\greenLab\data\rosetta_code_grouped\Halt-and-catch-fire\HaltAndCatchFire.java,Halt-and-catch-fire,FALSE,OK,HaltAndCatchFire.java,HaltAndCatchFire
d:\Sync-New\greenLab\data\rosetta_code_grouped\Hamming-numbers\Hamming.java,Hamming-numbers,FALSE,OK,Hamming.java,Hamming
d:\Sync-New\greenLab\data\rosetta_code_grouped\Happy-numbers\Happy.java,Happy-numbers,FALSE,OK,Happy.java,Happy
d:\Sync-New\greenLab\data\rosetta_code_grouped\Happy-numbers\HappyNumbers.java,Happy-numbers,FALSE,OK,HappyNumbers.java,HappyNumbers
d:\Sync-New\greenLab\data\rosetta_code_grouped\Harshad-or-Niven-series\Harshad.java,Harshad-or-Niven-series,FALSE,OK,Harshad.java,Harshad
d:\Sync-New\greenLab\data\rosetta_code_grouped\Hash-join\HashJoin.java,Hash-join,FALSE,OK,HashJoin.java,HashJoin
