Method_name,energy(joules)
MiddleThreeDigits.main,0.0
MindBogglingCardTrick.main,0.0
MinimalStepsDownToOne.Divide2Function.toString,2.2394
MinimalStepsDownToOne.Divide3Function.toString,2.1691
MinimalStepsDownToOne.Subtract1Function.toString,2.2394
MinimalStepsDownToOne.Subtract2Function.toString,1.9597
MinimalStepsDownToOne.displayMaxMin,0.2803
MinimalStepsDownToOne.getMaxMin,11.4713
MinimalStepsDownToOne.populateMap,118.6219
MinimalStepsDownToOne.runTasks,0.8396
MinimumMultipleDigitSum.digitSum,325.3628
MinimumMultipleDigitSum.main,55.0518
MinimumNumberOnlyZeroAndOne.getA004290,124.1234
MinimumNumberOnlyZeroAndOne.getTestCases,0.0845
MinimumNumberOnlyZeroAndOne.main,2.588
MinimumNumberOnlyZeroAndOne.mod,63.9895
MinkowskiQuestionMarkFunction.main,0.0
MinkowskiQuestionMarkFunction.minkowski,0.0
ModifiedRandomDistribution222..Lambda.61/0x00007f90e400aad8.modifier,0.0
ModifiedRandomDistribution222.main,0.0
ModifiedRandomDistribution222.modifiedRandom,0.0
MonadList.main,0.0
MonteCarlo..Lambda.63/0x00007f8d3800aaf0.accept,0.0406
MonteCarlo.lambda.pi.0,7513.3761
MonteCarlo.pi,3.5215
MonteCarlo.range,156917.7588
Monty.main,0.0
MorseCode.printMorse,0.0
MotzkinNumbers.main,0.0
MotzkinNumbers.motzkinNumbers,0.0
MovingAverage.main,0.0
MovingAverage.newNum,0.0
MultiDimensionalArray.main,0.0
MultiFact.main,0.0
MultiSplit.main,0.0
MultibasePrimes.fillPrimes,944.0608
MultibasePrimes.increment,36.8129
MultibasePrimes.multibasePrimes,7818.0628
MultibasePrimes.numberBase,0.062
MultipleRegression.Matrix.times,0.0
MultipleRegression.main,0.0
MultipleRegression.printVector,0.0
MultiplicationTable.main,0.0
MultiplicativeDigitalRoot.lambda.main.0,0.0
MultiplicativeDigitalRoot.lambda.main.1,0.0
MultiplicativeDigitalRoot.main,0.0
MultiplicativeDigitalRoot.multiplicativeDigitalRoot,0.0
MultiplicativeOrder.factor,0.0
MultiplicativeOrder.main,0.0
MultiplicativeOrder.moBachShallit58,0.0
MultiplicativeOrder.moTest,0.0
MultiplicativeOrder.sqrt,0.0
Munchhausen.isMunchhausen,7523.4899
Munchhausen.main,914.0178
MutualRecursion.m,0.0
MutualRecursion.main,0.0
NBodySystem_v1.advance,6630.3071
NBodySystem_v2.advance,6246.7782
NBodySystem_v2.energy,0.0631
NBodySystem_v3.advance,6264.8312
NBodySystem_v3.energy,0.0543
NBodySystem_v4.advance,5711.9679
NQueens.main,0.0
NQueens.putboard,0.0
NSmoothNumbers.main,2.3635
NSmoothNumbers.nSmooth,122.0195
NameGame.main,0.0
NameGame.printVerse,0.0
Narc.isNarc,190.0849
Narc.main,2915.4204
NarcissisticNumbers.lambda.main.1,193.2689
NarcissisticNumbers.main,1.7351
NaturalSorting..Lambda.66/0x00007f659c00b248.apply,0.0
NaturalSorting..Lambda.76/0x00007f659c00cb20.accept,0.0
NaturalSorting..Lambda.77/0x00007f659c00cd58.accept,0.0
NaturalSorting..Lambda.79/0x00007f659c00d1c8.accept,0.0
NaturalSorting.<clinit>,0.0
NaturalSorting.lambda.main.0,0.0
NaturalSorting.lambda.static.1,0.0
NaturalSorting.lambda.static.2,0.0
NaturalSorting.lambda.static.3,0.0
NaturalSorting.main,0.0
NaturalSorting.replaceAccents,0.0
NaturalSorting.replaceCharacters,0.0
NaturalSorting.replaceLigatures,0.0
NaturalSorting.toDisplayString,0.0
NaturalSorting.zeroPadding,0.0
NegativeBaseNumbers.main,0.0
NestedFunctionsDemo.lambda.makeList.0,0.0
NestedFunctionsDemo.makeList,0.0
NestedLoopTest.main,0.0
NestedTemplateData.lambda.main.0,0.0
NestedTemplateData.main,0.0
NestedTemplateData.processPayloads,0.0
NextHighestIntFromDigits.format,0.0
NextHighestIntFromDigits.main,0.0
NextHighestIntFromDigits.next,0.0
NextHighestIntFromDigits.testAll,0.0
NivenNumberGaps.isNiven,342508.8839
NivenNumberGaps.main,338607.9852
NoConnection.main,0.0
NoConnection.printResult,0.0
NoConnection.solved,0.0
NonContinuousSubsequences.seqR,0.0
Nonoblock.genSequence,0.0
Nonoblock.printBlock,0.0
NonogramSolver..Lambda.66/0x00007f95a000b1a0.<init>,0.1417
NonogramSolver.genSequence,36.7731
NonogramSolver.getCandidates,8.3607
NonogramSolver.lambda.getCandidates.1,0.0709
NonogramSolver.newPuzzle,1.4879
NonogramSolver.reduce,13.1079
NonogramSolver.repeat,10.9115
Nth.main,0.0
NumberClassifications.main,0.5814
NumberClassifications.properDivsSum,1153.4764
NumbersCubeRootProductProperDivisors.divisorCount,0.0
NumbersCubeRootProductProperDivisors.main,0.0
NumbersNotSumDistinctSquares.main,0.0
NumbersNotSumDistinctSquares.sumOfDistinctSquares,0.0
Numbrix.main,0.0
Numbrix.printResult,0.0
Numbrix.solve,0.0
OIDListSorting..Lambda.62/0x00007fa9cc00ad70.accept,0.0
OIDListSorting.lambda.main.0,0.0
OIDListSorting.main,0.0
OldLadySwallowedAFly.oldLady,0.0
OneOfNLines.main,49.2943
OneOfNLines.oneOfN,11.8796
OptionalParams.main,0.0
OrderedPartitions.main,0.0
OrderedWords..Lambda.65/0x00007f6c2800ad28.apply,0.0
OrderedWords..Lambda.66/0x00007f6c2800af48.apply,0.0
OrderedWords..Lambda.67/0x00007f6c2800b188.apply,0.0
OrderedWords..Lambda.73/0x00007f6c2800bd40.accept,0.0
OrderedWords.isOrdered,0.0
OrderedWords.lambda.main.0,0.0
OrderedWords.main,0.0
OrmistonTriples.digits,3126.1825
OrmistonTriples.haveSameDigits,133.9388
OrmistonTriples.main,3267.7598
OwnDigitsPowerSum..Lambda.64/0x00007fd1c000ad18.applyAsInt,0.1251
OwnDigitsPowerSum.lambda.main.1,0.0625
OwnDigitsPowerSum.main,34209.8353
PCG32.main,0.0
PCG32.seed,0.0
PValueCorrection.doubleArrayMin,0.0
PValueCorrection.doubleSay,0.0
PValueCorrection.main,0.0
PValueCorrection.order,0.0
PValueCorrection.pAdjust,0.0
PValueCorrection.seqLen,0.0
Padovan.createLSystem,0.0
Padovan.lambda.main.0,0.0
Padovan.lambda.main.1,0.0
Padovan.main,0.0
PadovanNStep.lambda.padovan.0,0.0
PadovanNStep.padovan,0.0
PalindromeDates.main,0.0
PalindromicGapfulNumbers.displayMap,0.8547
PalindromicGapfulNumbers.getPalindromicGapfulEnding,11.5716
PalindromicGapfulNumbers.isGapful,8.876
PalindromicGapfulNumbers.length,4.1421
PalindromicGapfulNumbers.main,0.1315
PalindromicGapfulNumbers.nextPalindrome,26.2334
PalindromicGapfulNumbers.powerTen,0.1315
PalindromicGapfulNumbers.reverse,13.6755
PancakeNumbers.flipStack,221.5451
PancakeNumbers.main,0.9315
PancakeNumbers.pancake,1006.4387
PancakeNumbersApproximation.main,0.0
PancakeSort.toString,0.0
ParallelCalculations.lambda.main.1,0.0
ParallelCalculations.main,0.0
ParallelCalculations.minimalPrimeFactor,1.8765
ParseIPAddress.main,0.0
ParseIPAddress.parseIP,0.0
ParseIPAddress.toHex4,0.0
PartialApplication.main,0.0
PartitionFunction.main,0.0
PartitionFunction.partitions,0.0
PartitionInteger..Lambda.61/0x00007f0f5000aad8.applyAsInt,0.3243
PartitionInteger..Lambda.63/0x00007f0f5000ad18.test,0.1946
PartitionInteger..Lambda.66/0x00007f0f5000b1b0.test,0.0649
PartitionInteger.<clinit>,0.4541
PartitionInteger.findCombo,1548.849
PartitionInteger.isPrime,2.7892
PartitionInteger.partition,2.7961
Pas.pas,0.0
PascalMatrix..Lambda.70/0x00007f968000bcc8.applyAsInt,0.0
PascalMatrix.lambda.pascalUpp.2,0.0
PascalMatrix.lambda.print.7,0.0
PascalMatrix.pascalLow,0.0
PascalMatrix.print,0.0
PascalsTrianglePuzzle.Matrix.coFactor,84177.1771
PascalsTrianglePuzzle.Matrix.determinant,8183.2944
PascalsTrianglePuzzle.Matrix.get,0.9141
PascalsTrianglePuzzle.Matrix.replaceColumn,0.3068
PascalsTrianglePuzzle.cramersRule,0.0599
PascalsTrianglePuzzle.main,0.3949
PatienceSort.main,0.0
Peaceful.main,0.0
Peaceful.place,0.0
Peaceful.printBoard,0.0
PeanoCurve.execute,0.0
PeanoCurve.line,0.0
PeanoCurve.main,0.0
PeanoCurve.rewrite,0.0
PeanoCurve.write,0.0
PellNumbers.PellIterator.next,0.0
PellNumbers.Rational.toBigDecimal,0.0
PellNumbers.Rational.toString,0.0
PellNumbers.Triple.toString,0.0
PellNumbers.main,0.0
PellNumbers.pellPrimes,0.0
PellsEquation.continuedFraction,0.0
PellsEquation.main,0.0
PellsEquation.pellsEquation,0.0
PentominoTiling.printResult,0.0
PentominoTiling.removeOrientation,0.0
PentominoTiling.shuffleShapes,0.0
PentominoTiling.solve,0.0
PentominoTiling.tryPlaceOrientation,0.0
PercolationBond.fill,24.3475
PercolationBond.main,2.7507
PercolationBond.makeGrid,148.8973
PercolationBond.showGrid,0.5352
PercolationMeanRun.main,2.7443
PercolationMeanRun.runTest,5143.9146
PercolationSite.main,0.0
PerfectShuffle.main,0.0
PerfectShuffle.perfectShuffle,0.0
PerfectTotientNumbers.computePhi,0.0
PerfectTotientNumbers.main,0.0
PerfectTotientNumbers.perfectTotient,0.0
PeriodicTable.Position.<init>,0.0
PeriodicTable.main,0.0
PermutationGenerator.main,0.0
PermutationSort.main,0.0
PermutationSort.pSort,0.0
PermutationSort.permute,0.0
PermutationTest.main,0.0
PermutationTest.pick,0.0
Pernicious.isPrime,0.0
Pernicious.main,0.0
PiDigitSpigot_v1.next,0.5069
PiDigitSpigot_v1.produce,0.1317
PierpontPrimes.display,2.1258
PierpontPrimes.main,0.1183
PierpontPrimes.pierpontPrimes,128.1002
PisanoPeriod.getDivisors,0.0
PisanoPeriod.getFactors,0.0
PisanoPeriod.main,0.0
PisanoPeriod.pisano,0.0
PokerHandAnalyzer.Score.<init>,0.0
PokerHandAnalyzer.WildScore.toString,0.0
PokerHandAnalyzer.analyzeHand,0.0
PokerHandAnalyzer.analyzeHandWithWildcardsR,0.0
PokerHandAnalyzer.buildDeck,0.0
PokerHandAnalyzer.main,0.0
PolynomialLongDivision.Integer.compareTo,0.0
PolynomialLongDivision.Integer.divide,0.0
PolynomialLongDivision.Integer.gcd,0.0
PolynomialLongDivision.Integer.inverse,0.0
PolynomialLongDivision.Integer.multiply,0.0
PolynomialLongDivision.Integer.toString,0.0
PolynomialLongDivision.Polynomial.<init>,0.0
PolynomialLongDivision.Polynomial.multiply,0.0
PolynomialLongDivision.RunDivideTest,0.0
PolynomialLongDivision.Term.<init>,0.0
PolynomialLongDivision.Term.toString,0.0
PolynomialRegression.polyRegression,0.0
PopCount.main,0.0
PostfixToInfix.1Expression.<init>,0.0
PostfixToInfix.postfixToInfix,0.0
PowMod.main,0.0
PowerTree.path,0.0
PowerTree.showPow,0.0
PowerTree.treePow,0.0
PreserveScreen.main,811.8591
PrimaltyByWilsonsTheorem.fact,0.0
PrimaltyByWilsonsTheorem.isPrime,0.0
PrimaltyByWilsonsTheorem.main,0.0
PrimeConspiracy.main,19.9079
PrimeConspiracy.sieve,104.5432
PrimeGaps.findGapStart,7.9128
PrimeGaps.main,0.5508
PrimeGenerator.findPrimes,4266.545700000001
PrimeGenerator.main,110.1244
PrimeGenerator.nextPrime,1921.30315
PrimeGenerator.sqrt,0.0641
PrimeNumbersNeighboringPairsTetraprimes.isTetraPrime,245.3943
PrimeNumbersNeighboringPairsTetraprimes.listPrimeNumbers,56.025
PrimeNumbersNeighboringPairsTetraprimes.main,22.1325
PrimeTriangle.countRows,975.8216
PrimeTriangle.main,0.2009
PrimeTriangle.printRow,2.0718
PrimorialNumbers.main,429.6388
PrimorialNumbers.primorial,5315.6128
PrimorialNumbers.sieve,0.4874
PrimorialPrimes.main,11464.8931
PrimorialPrimes.primorial,16.4752
PrimorialPrimes.sieve,0.5255
Printer.display,12.9907
Printing.main,0.0
Prob.main,0.0
Product.print_matrix,0.0
Product.test,0.0
Product.test1,0.0
ProductFractals.product,0.0
ProductFractals.show_matrix,0.0
ProductFractals.test,0.0
Program.allIn,0.0636
Program.allInQ,0.26
Program.allInQS,672188.9156
Program.allInS,1749.0281
Program.check,0.2505
Program.doOne,54141.1285
Program.fixup,0.4345
Program.format,0.8369
Program.indexOf,0.0605
Program.to10,0.5784
Program.toStr,0.1287
Proper.main,0.9443
Proper.properDivs,633.1014
PseudoRandomSplitmix64.main,15.98
PythTrip.main,0.0
PythagComp.lambda.run.1,0.0
PythagComp.main,0.0
PythagComp.run,0.0
PythagoreanMeans.main,0.0
PythagoreanQuadruples.main,0.0
QRDecomposition.fitPolynomial,0.0
QRDecomposition.householder,0.0
QRDecomposition.householderFactor,0.0
QuadraticRoots.Complex.<init>,0.0
QuadraticRoots.Complex.toString,0.0
QuadraticRoots.main,0.0
Quaternion.main,0.0
Quaternion.toString,0.0
QuickSelect.main,0.0
RDOMSerialization.buildDOMDocument,0.0
RDOMSerialization.serializeXML,0.0
REntropy.getShannonEntropy,0.0
REntropy.main,0.0
RIPEMD160.messageDigest,0.0
RIPEMD160Task.main,0.0
RJSortStability.main,0.0
RN.test,0.0
RPN.evalRPN,0.0
RReturnMultipleVals.main,0.0
RS232Pins9.displayPinStatus,0.0
RSortingRadixsort00.lsdRadixSort,0.0
RSortingRadixsort00.runSample,0.0
RadicalOfAnInteger..Lambda.66/0x00007f700800b1a0.apply,0.0898
RadicalOfAnInteger.distinctPrimeFactorCount,2.6037
RadicalOfAnInteger.distinctPrimeFactors,504.0616
RadicalOfAnInteger.lambda.distinctPrimeFactors.1,0.0898
RadicalOfAnInteger.lambda.main.0,0.0865
RadicalOfAnInteger.main,30.9649
RadicalOfAnInteger.radical,0.4261
RadicalOfAnInteger.sievePrimes,46.747
RamanujanConstant.bigE,0.0
RamanujanConstant.bigPi,0.0
RamanujanConstant.bigSquareRoot,0.0
RamanujanConstant.main,0.0
RamanujanPrimesTwins..Lambda.63/0x00007fc22400ad20.applyAsInt,0.0468
RamanujanPrimesTwins.initialisePrimePi,1155.5519
RamanujanPrimesTwins.listPrimesLessThan,391.0241
RamanujanPrimesTwins.main,98.0811
RamanujanPrimesTwins.ramanujanMaximum,0.1203
RamanujanPrimesTwins.ramanujanPrime,61.8676
RandomLatinSquares.latinSquare,251.6685
RandomLatinSquares.printSquare,0.5691
Range.main,0.0
RangeConsolidation.Range.consolidate,0.0
RangeConsolidation.displayRanges,0.0
RangeExtraction.main,0.0
RankingMethods.denseRanking,0.0
RankingMethods.fractionalRanking,0.0
RankingMethods.main,0.0
RankingMethods.modifiedRanking,0.0
RankingMethods.ordinalRanking,0.0
RankingMethods.standardRanking,0.0
RareNumbers..Lambda.64/0x00007f32b800b768.<init>,0.0686
RareNumbers..Lambda.64/0x00007f32b800b768.apply,8296.1685
RareNumbers..Lambda.66/0x00007f32b800bbb8.apply,12270.7361
RareNumbers.commatize,0.4218
RareNumbers.lambda.main.3,258505.358
RareNumbers.lambda.main.4,64494.309
RareNumbers.main,2.71
RareNumbers.recurse,0.1336
RareNumbers.seq,0.899
RareNumbers.toLong,27230.0201
RateCounter.main,0.0
Rational.toString,0.0
RayCasting.main,0.0
RealNumberSet..Lambda.70/0x00007f36fc00bd18.test,0.2946
RealNumberSet..Lambda.71/0x00007f36fc00c000.test,0.0589
RealNumberSet.RealSet.<init>,0.0589
RealNumberSet.RealSet.lambda.new.0,0.1768
RealNumberSet.RealSet.lambda.subtract.3,0.8838
RealNumberSet.RealSet.length,56.4468
RealNumberSet.RealSet.union,0.0589
RealNumberSet.lambda.main.1,0.0589
RealNumberSet.main,0.7071
RecamanSequence.main,0.0
RecordAppender..Lambda.65/0x00007fe29000b3b0.iterator,0.0
RecordAppender..Lambda.71/0x00007fe29000b838.accept,0.0
RecordAppender.Record.parse,0.0
RecordAppender.Record.toString,0.0
RecordAppender.main,0.0
RecursionTest.recurse,0.0
ReducedRowEchelonForm.display,0.0
ReflectionGetSource.method3,0.0
Rendezvous.main,0.0
RepString.main,0.0
RepStrings.main,0.0
RepStrings.repString,0.0
Repeat.lambda.main.0,0.0
ReportStringLengths.compareAndReportStringsLength,0.0
RepunitPrimes.main,445645.1277
ResistorMesh.calcDiff,0.0
ResistorMesh.iter,0.0
ResistorMesh.main,0.0
ResistorMesh.setBoundary,0.0
ReturnMultipleValues..Lambda.66/0x00007fe1e400b3d0.test,0.0
ReturnMultipleValues..Lambda.69/0x00007fe1e400b870.accept,0.0
ReturnMultipleValues.Item.toString,0.0
ReturnMultipleValues.digitalRoot,0.0
ReturnMultipleValues.lambda.main.1,0.0
ReturnMultipleValues.lambda.main.2,0.0
ReturnMultipleValues.main,0.0
Reverse.graphemeReverse,0.0
Reverse.main,0.0
ReverseWords.main,0.0
Revolver.fire,1.3424
Revolver.load,1.0068
Revolver.operateInMode,0.0839
Revolver.rotateClockwise,71.9882
Revolver.spin,2.601
Revolver.unload,2.8527
Revolver.useSituationA,1.3424
Revolver.useSituationB,0.9229
Revolver.useSituationC,1.0068
Revolver.useSituationD,0.1678
RhondaNumbers.digitProduct,114.9876
RhondaNumbers.isRhonda,0.1226
RhondaNumbers.main,8.8792
RhondaNumbers.primeFactorSum,620.1244
RomanNumerals.Numeral.getLargest,0.0
RomanNumerals.Numeral.values,0.0
RomanNumerals.decode,0.0
RomanNumerals.encode,0.0
RomanNumerals.test,0.0
Roots.printRoots,0.0
Rpg.genAttribute,0.0
Rpg.main,0.0
RunLengthEncoding.decode,0.0
RungeKutta.main,0.0
RuthAaronNumbers.firstRuthAaronNumbers,1.176
RuthAaronNumbers.firstRuthAaronTriple,406.2104
RuthAaronNumbers.lambda.primeSum.0,3.3312
RuthAaronNumbers.listPrimeNumbersUpTo,0.1684
RuthAaronNumbers.main,0.6587
RuthAaronNumbers.primeDivisorSum,3.4287
RuthAaronNumbers.primeFactorSum,0.0561
RuthAaronNumbers.primeSum,114399.5468
SHA1.messageDigest,0.0
SHA256.messageDigest,0.0
SHA256MerkleTree.main,0.0
SafeAddition.main,0.0
SafePrimes.main,144.6112
Sandpile.<init>,0.0
Sandpile.colIndex,0.0
Sandpile.display,0.0
Sandpile.isStable,0.0
SecureTemporaryFile.main,0.0
SegmentedPrimeIterator.next,1.0179
SegmentedPrimeIterator.segmentedSieve,98500.4697
SegmentedPrimeIterator.smallSieve,0.3714
SelfDescribingNumbers.isSelfDescribing,6247.2485
SelfDescribingNumbers.main,509.4749
SelfNumbers.<clinit>,0.0858
SelfNumbers.main,176.8538
SelfNumbers.sieve,1704.9689
SelfReferentialSequence..Lambda.63/0x00007fed8000b138.accept,0.034
SelfReferentialSequence.Seeds..Lambda.68/0x00007fed8000b7e0.<init>,0.0166
SelfReferentialSequence.Seeds..Lambda.68/0x00007fed8000b7e0.accept,0.0171
SelfReferentialSequence.Seeds.<init>,0.0498
SelfReferentialSequence.Seeds.accept,0.1175
SelfReferentialSequence.Seeds.combine,0.2025
SelfReferentialSequence.lambda.main.0,15.1122
SelfReferentialSequence.main,0.0
SelfReferentialSequence.summarize,201.6067
SemiPrime.main,0.0
SemiPrime.primeDecomp,0.0
Semordnilap.main,0.0
SeqNonSquares.main,0.0
SeqNonSquares.nonsqr,0.0
SequenceMutation.getRandomBase,0.0
SequenceMutation.main,0.0
SequenceMutation.mutateSequence,0.0
SequenceMutation.printSequence,0.0
SetConsolidation.main,0.0
SetPuzzle.Card.toString,0.0
SetPuzzle.findSets,0.0
SetRightAdjacentBits.setRightAdjacent,0.0
Sets.main,0.0
SexyPrimes.main,0.0
SexyPrimes.sieve,0.0
ShoelaceFormula.Point.toString,0.0
ShoelaceFormula.main,0.0
ShortCirc.b,0.0
ShortCirc.main,0.0
ShortestCommonSuperSequence.scs,0.0
ShowAsciiTable.main,0.0
Shuffler.dealGame,0.0
ShuntingYard.infixToPostfix,0.0
ShuntingYard.main,0.0
SierpinskiSquareCurve.execute,0.0
SierpinskiSquareCurve.line,0.0
SierpinskiSquareCurve.main,0.0
SierpinskiSquareCurve.rewrite,0.0
SierpinskiSquareCurve.write,0.0
SieveOfPritchard.main,0.7161
SieveOfPritchard.sieveOfPritchard,916.9634
SingletonApp.<clinit>,17.3607
SingletonApp.main,125.0958
SleepingBeauty.1Coin.values,0.0
SleepingBeauty.main,0.0
SmallestNumberK.isA033919,167001.7783
SmallestNumberK.main,0.9946
SmarandachePrimeDigitalSequence.getNextSmarandache,27.4605
SmarandachePrimeDigitalSequence.getSmarandachePrime,34.7379
SmarandachePrimeDigitalSequence.isPrime,57245.6115
SmarandachePrimeDigitalSequence.main,0.7262
SmithNumbers.main,0.0
SmithNumbers.primeFactors,0.0
SmithNumbers.sumDigits,0.0
SoEInfHashMap.main,183.8172
SoEInfHashMap.next,5966.1514
SoEPagedOdds.main,6.6994
SoEPagedOdds.next,4982.7941
SocketSend.sendData,0.0
Sokoban.isSolved,0.2763
Sokoban.move,0.8857
Sokoban.push,0.2627
Sokoban.solve,333.9189
SolarSystem.showSunDiameter,0.0
SortComp.main,0.0
SortUsingCustomComparator.main,0.0
Sparkline.display1D,0.0
Sparkline.getSparkline,0.0
SpecialVariables.main,0.0
SpellingOfOrdinalNumbers.main,0.0
SpellingOfOrdinalNumbers.numToStringHelper,0.0
SpellingOfOrdinalNumbers.toOrdinal,0.0
SphenicNumbers.main,0.0
SphenicNumbers.primeSieve,0.0
Sphere.drawSphere,0.0
SpinningRod.main,6971.4282
Splitmix64.<init>,0.0707
Splitmix64.nextFloat,43.2925
Splitmix64.nextInt,74.2444
SquareFormFactorization.BQF.rho,0.0
SquareFormFactorization.main,0.0
SquareFormFactorization.squfof,0.0
SquareFree.main,2.6934
SquareFree.sieve,5.7555
SquareFree.squareFree,1221.0183
SquaresCubes.isPerfectCube,0.0
SquaresCubes.main,0.0
Stable.checkMatches,0.0
Stable.main,0.0
Stable.match,0.0
StackTest.main,0.0
StateNamePuzzle.lambda.solve.0,0.0
StateNamePuzzle.lambda.solve.3,0.0
StateNamePuzzle.solve,0.0
StdDev.main,0.0
Steffensen.main,0.0
Steffensen.steffensenAitken,0.0
StemAndLeaf.createPlot,0.0
StemAndLeaf.printPlot,0.0
SterlingNumbersFirstKind.main,0.0
SterlingNumbersFirstKind.sterling1,0.0
SterlingNumbersSecondKind.main,0.0
SterlingNumbersSecondKind.sterling2,0.0
SternBrocot.main,0.0
StraddlingCheckerboard.encode,0.0
StraddlingCheckerboard.main,0.0
StreamMerge.merge2,0.0
StreamMerge.mergeN,0.0
StringCollapsible.collapse,0.0
StringCollapsible.main,0.0
StringSqueezable.main,0.0
StringUniqueCharacters.main,0.0
StringUniqueCharacters.processString,0.0
StripASetOfCharactersFromAString.lambda.main.1,0.0
StripASetOfCharactersFromAString.main,0.0
StripControlCodes.main,0.0
StrongAndWeakPrimes.<clinit>,0.0821
StrongAndWeakPrimes.displayStrongPrimes,0.404
StrongAndWeakPrimes.displayWeakPrimes,0.5555
StrongAndWeakPrimes.getNextPrime,14.0496
StrongAndWeakPrimes.main,0.4861
StrongAndWeakPrimes.sieve,127.5933
StrongAndWeakPrimes.strongPrimesBelow,7.0568
StrongAndWeakPrimes.weakPrimesBelow,7.3407
StudentHandler.parse,0.0
StudentHandler.startElement,0.0
SubtractiveGenerator..Lambda.61/0x00007f938400ab08.accept,0.0
SubtractiveGenerator.main,0.0
SuccessivePrimeDifferences.main,0.0
SuccessivePrimeDifferences.sieve,0.0
SuccessivePrimeDifferences.successivePrimes,0.0
Sudoku.print,0.0
Sudoku.solve,0.0
Sum.main,0.0
SumTo100.Expression.print,0.0
SumTo100.Expression.toInt,0.0
SumTo100.Expression.toString,0.0
SumTo100.Stat.<init>,0.0
SumTo100.comment,0.0
SumTo100.print,0.0
SumTo100.run,0.0
SummarizePrimes.main,0.0
SuperDNumbers.superD,488387.9128
SylvestersSequence.main,0.0
SymmetricDifference.main,0.0
Sync.Worker.<init>,40.9686
Sync.Worker.doWork,5.3081
Sync.main,1174.7318
SystemTime.main,0.0
TableCreationPostalAddresses.main,0.0
TakeNotes.main,0.0
TarjanSCC.main,0.0
Tau.divisorCount,0.0
Tau.main,0.0
TauFunction.main,0.0
TemperatureConversion.main,0.0
Test.dotProduct,0.0
Test.lambda.pivotize.2,0.0
Test.lambda.print.4,0.0
Test.lambda.print.5,0.0
Test.pivotize,0.0
Test3.main,0.0
Test3.rank,0.0
Test3.unrank,0.0
TestIntegerness.isBigInteger,0.0
TestIntegerness.main,0.0
TheSieveOfSundaram.main,2.0455
TheSieveOfSundaram.sieveOfSundaram,177.7347
Threads.DelayedMessagePrinter.run,0.0
Threads.main,0.0
TimeIt.countTo,0.0
TimeIt.main,0.0
TonelliShanks.lambda.ts.0,0.0
TonelliShanks.lambda.ts.1,0.0
TonelliShanks.main,0.0
TonelliShanks.ts,0.0
Topswops.main,0.0
Topswops.trySwaps,0.0
TotalCirclesArea.main,0.6509
TotalCirclesArea.rectangleFullyInsideCircle,3.667
TotalCirclesArea.rectangleSurelyOutsideCircle,0.9521
TotalCirclesArea.totalArea,16577.3152
TotientFunction.<clinit>,0.0697
TotientFunction.computePhi,534.4313
TotientFunction.countPrimes,19.4132
TotientFunction.main,1.7655
Transformation_v1.compose,2906.4084
Transformation_v1.extract,7846.0303
Transformation_v1.next,0.1317
TransliterateEnglishTextUsingTheGreekAlphabet.main,0.0
Transpose.main,0.0
TreeDatastructures.indentedToNested,0.0
TreeDatastructures.main,0.0
TreeNestingLevels.main,0.0
TreeTraversal.Node.visit,0.0
TriangleOverlap.Pair.toString,0.0
TriangleOverlap.Triangle.<init>,0.0
TriangleOverlap.Triangle.toString,0.0
TriangleOverlap.main,0.0
Trig.main,0.0
Trims.main,0.0
Triples.main,1.0622
Triples.parChild,735.8787
Tropical.toString,0.0
TruthTable.evaluate,0.0
TruthTable.toString,0.0
TrySort.IntList.get,0.2519
TrySort.IntList.set,0.3375
TrySort.ReverseAbsCmp.compare,0.6717
TrySort.main,24.1877
TrySort.sortInJava,615.0802
TwelveDaysOfChristmas.main,0.0
TwinPrimes.main,1450.4021
TwinPrimes.sievePrimes,21950.5134
TwoBulletRoulette.main,0.5873
TwosComplement.main,0.0
TwosComplement.toHex,0.0
UPC.<clinit>,0.0
UPC.decodeUPC,0.0
UPC.lambda.decodeUPC.2,0.0
UTF8EncodeDecode.main,0.0
UTM.StateTapeSymbolPair.hashCode,0.0
UTM.StateTapeSymbolPair.toString,0.0
UTM.Transition.toString,0.0
UTM.main,0.0
UTM.runTM,0.0
UTM.toString,0.0
UltraUsefulPrimes.showUltraUsefulPrime,83.5661
UnixLS..Lambda.62/0x00007f561400aad8.accept,0.0
UnixLS.main,0.0
UnprimeableNumbers.<clinit>,0.0879
UnprimeableNumbers.displayUnprimeableNumbers,0.666
UnprimeableNumbers.genLowest,18.1228
UnprimeableNumbers.main,0.7224
UnprimeableNumbers.nthUnprimeableNumber,0.2513
UnprimeableNumbers.replace,11.9862
UnprimeableNumbers.sieve,162.7011
UnprimeableNumbers.unPrimable,4236.1038
VLQCode.encode,0.0
VLQCode.main,0.0
Values.printValues,0.0
VampireNumber.countFangs,155.3415
VampireNumber.main,0.2395
VampireNumber.tallyDigits,1.7189
VampireNumbers.fangCheck,18.2859
VampireNumbers.main,281.6213
VampireNumbers.numDigits,14.3583
VanDerCorput.main,0.0
VanEckSequence.vanEck,0.0
VariableSize.main,0.0
VectorProds.Vector3D.cross,0.0
VectorProds.Vector3D.toString,0.0
VectorProds.main,0.0
VectorsOp.crossProduct,0.0
VectorsOp.dotProduct,0.0
VectorsOp.lambda.crossProduct.1,0.0
VectorsOp.main,0.0
VerhoeffAlgorithm.initialise,0.0
